Latitude,Longitude,Name,Principal,Mobile,Email,Capacity,Panchayat
15.588750,73.947400,"Don Bosco Pry School, Panaji.",Fr. Avin Carvalho,9158027203,donboscoprimarypanjim@gmail.com,468,Bicholim
15.470100,73.808490,"Our Lady of Rosary Primary School, Dona Paula",Sr. Antonieta Colaco,9823886108,rosaryschoolgoa@gmail.com,1211,Panaji
14.981213,74.135605,G.P.S. Amonem,ANAND PAIGINKAR,9423307914,adeiofficecanacona@gmail.com,14,Poinguinim
15.052411,74.149298,"G.P.S. Barse, Gaondongrem",DEVIDAS KAMAT,8698412919,adeiofficecanacona@gmail.com,15,Gaondongri
14.992447,74.128377,G.P.S. Dabel,SUNANDA B. DESSAI,9579789595,adeiofficecanacona@gmail.com,16,Poinguinim
14.994616,74.148611,G.P.S. Marlim,VIVEKANAND PRABHUGAONKAR,9284040248,adeiofficecanacona@gmail.com,11,Gaondongri
14.993395,74.105986,G.P.S. Partgal,HITENDRA M. KAMAT,9420772697,adeiofficecanacona@gmail.com,3,Poinguinim
15.013956,74.140047,G.P.S. Satorlim,RAVINA R. GADEKAR,7798781140,adeiofficecanacona@gmail.com,23,Gaondongri
14.992854,74.128377,"G.P.S.Shishegal, Kumegal",SONAM P. GAONKAR,9821077735,adeiofficecanacona@gmail.com,6,Poinguinim
14.956825,74.142148,G.P.S. Tirwal,UDAY R. RAIKAR,8007366205,adeiofficecanacona@gmail.com,6,Cotigao
15.006207,74.176303,"Govt. High School, Khotigao,",GANAPATI NAIK,9130104968,adeiofficecanacona@gmail.com,163,Cotigao
15.022764,74.130600,"Shree Balram Primary School, Avem -Khotigao",CHANDRAKANT S. VELIP,7588660065,adeiofficecanacona@gmail.com,75,Gaondongri
15.004790,74.075990,"Lokvishwas Pratishthan’s Sp. School for Mentally Challanged children , Mokhard ,Canacona –Goa",MR. ARVIND MORE,9823591889,adeiofficecanacona@gmail.com,67,Shristhal
15.007840,74.072080,"Balram-A Day Care School, Mokhard, Shristhal, Canacona",ASHOK R. GAONKAR,9405216600,balramadaycareschool@gmail.com,168,Shristhal
15.003093,74.065101,Shree Saraswati Vidhya Mandir Primary School Khalwade Canacona,NEETA U. VAGONKAR,9168088339,vagonkarnita03@gmail.com,150,Shristhal
15.048821,74.125821,G.P.S.Bhupar,MOHINI PRABHU,9404145334,adeiofficecanacona@gmail.com,13,Gaondongri
14.911248,74.081395,G.P.S. Polem,MRS. SUJATA SURESH NAYAK,9637889833,adeiofficecanacona@gmail.com,9,Loliem-Polem
15.020318,74.124812,"Shree Balram Primary School, Talem- Gaondongrim",ASHVITA KOMARPANT,9404348189,adeiofficecanacona@gmail.com,61,Gaondongri
14.911248,74.081395,G.P.S. Polem,MRS. SUJATA SURESH NAYAK,9637889833,adeiofficecanacona@gmail.com,9,Loliem-Polem
14.990592,74.141396,"Shree Balram Residential High School, Gaondongrem",MRS.SAVITA R. TAWADKAR,7507428698,balramhighschool@gmail.com,449,Poinguinim
15.126830,73.993240,"G.P.S. Kanibag, Morpirla",Bindiya Phaldessai,9130924059,kanibhag@gmail.com,77,Fatorpa-Quitol
15.126820,73.993240,G.M.S. Kanibag. 403 705.,Surat Gaonkar,7666366928,suratgaonkar28@gmail.com,9,Fatorpa-Quitol
15.131670,74.034930,G.M.S. Bendurdem. 403 705.,Tanuja Gaonkar,9309769483,tanujagaonkar@gmail.com,21,Balli-Adnem
15.492470,73.857790,"Anjuman Nurul Islam High School, Panaji 403 001.",Yasmin Nargung,9822178921,anjumanpanajim@gmail.com,320,Merces
15.041796,73.988038,"St. Anne’s Institute, Agonda",ARVILLA MORAES,9822688030,stannesinst@gmail.com,304,Agonda
15.617750,74.034490,G.P.S. Kelawada,Shraddha A. Pednekar,9284816293,shraddhapednekar56@gmail.com,34,Kerim
15.600110,74.031810,"G.P.S. Tamitgi, Poriem",Prassana P. Mainkar,7820933525,mainkarprassana@gmail.com,5,Poriem
15.611280,74.032990,G.P.S. Rawan,Gautami G Shet Korgaonkar,8390311605,pinky123shetkorgaonkar@gmail.com,31,Kerim
15.259860,74.004290,"Bethany Convent Primary School, St. Jose de Areal",Sr. Mary Flavia D'Souza,8169286363,bethconvsjg@gmail.com,200,St. Jose-De-Areal
15.569480,74.162210,G.P.S. Brahma Karmali,Smita K. Gawas,9158732664,Smitagawas26@gmail.com,13,Nagargao
15.587740,74.029780,G.P.S. Poriem,Uma Vasudev Kelkar,8080159221,umakelkar02@gmail.com,63,Poriem
15.314842,73.984729,"Our Lady of Snow’s High School, Raia,",Mrs. Carmelina J. Miranda e Dourado,9673173764,snowhighschool@yahoo.com,611,Raia
15.314842,73.984729,"Our Lady of Snows Primary School, Raia. 403 720.",Mrs. Carmelina J. Miranda e Dourado,9673173764,snowhighschool@yahoo.com,311,Raia
14.911248,74.081395,G.P.S. Patnem,BALCHANDRA K. GAONKAR,9637398011,adeiofficecanacona@gmail.com,11,Loliem-Polem
14.941955,74.069921,"Shri Damodar Balmandir, Loliem, Canacona",MISS SAPNA S. GAONKAR,9545247514,damodarvidyalaya@yahoo.co.in,46,Loliem-Polem
15.554790,74.141640,G.P.S. Satode,Sujata Dadgo Gaonkar,9158866178,sujatagaonkar007@gmail.com,9,Nagargao
15.553460,74.177360,G.P.S. Dhave,Dulo D. Gaonkar,7588443272,gaonkardulo01@gmail.com,14,Nagargao
15.557210,74.159550,"Govt. High School, Ambedem, Nagargao,",Dr. Devidas V. Kotkar,8999544160,dvskotkar@gmail.com,193,Nagargao
15.041796,73.988038,"St. Anne’s Institute Primary School, Agonda",ARVILLA MORAES,98222688030,stannesinst@gmail.com,145,Agonda
14.944764,74.071069,"St. Sebastian’s Primary School, Loliem,",SR.DR.MARIA EMILIAN PINTO,7768921202,stsebhs@rediffmail.com,69,Loliem-Polem
15.179730,73.995330,"Maria Bambina Hr Secondary School, Cuncolim",Sister Maria Gomes,9833600954,mariabambinahss@gmail.com,110,Cuncolim
15.547760,74.051020,G.P.S. Honda,Surekha Ajit Patil,7350282959,surekhapatil743@gmail.com,60,Honda
15.047209,73.992692,"Govt. High School, Agonda,",GANAPATI NAIK,9130104968,ghsagonda@gmail.com,115,Agonda
14.967555,74.087098,"Shree Shradhanand Primary School , Galgibag, Paiginim,",SAMPADA S. PRABHUDESSAI,7083202429,shradhanandvidyalaya@mail.com,7,Poinguinim
15.529770,74.133590,"Govt. High School, Valpoi, Sattari. 403 506.",Kashinath A. Naik,9158345844,ghsvalpoi@gmail.com,98,Valpoi
14.966511,74.050856,"St. Anthony’s Primary School, Galgibag,",MRS. MERVINA PEREIRA,9422931428,stanthonyschoolgalgibaga@gmail.com,83,Poinguinim
14.990000,74.040000,"St. Theresa of Jesus Primary School, Chauri, Canacona",ALELUIA F. PEREIRA,9637260948,sttheresac584@gmail.com,271,Canacona
15.240657,73.975848,"Our Lady of Rosary High School, Fatorda,",Mrs. Maria Jennifer da Silva,9822863773,olrhsfatorda@yahoo.com,900,Dramapur
15.240657,73.975848,"Our Lady of Rosary Primary School, Fatorda",Mrs. Maria Jennifer da Silva,9822863773,olrhsfatorda@yahoo.com,272,Dramapur
14.991767,74.065733,"Govt. High School, Sadolxem,",SUDESH N. NAIK,9850710301,govthighschoolsadolxem1@gmail.com,149,Poinguinim
15.622190,74.064150,G.P.S. Shiroli,Schi S Karpe,9049512325,suchikarpe@gmail.com,14,Kerim
15.595130,73.805170,"Purushottam Walawalkar Hr. Secondary School, TelangNagar, Khorlim",Supriya Netravalkar,,pwhss@rediffmail.com,1118,Mapusa
15.582565,73.796228,"Sacred Heart High School, Parra, Bardez",Linda S. Parrikar,8010578662,sacredheart1912@gmail.com,471,Verla Canca
15.595160,73.805210,"Saraswat Vidyalaya Primary School, Khorlim, Mapusa",Mrs. Swapnita D. Nagwekar,7767832728,saraswatvidylaya@gmail.com,384,Mapusa
15.595160,73.805210,"Saraswat Vidyalaya, Mapusa 403 507.",Mrs. Swapnita D. Nagwekar,,saraswatvidylaya@gmail.com,873,Mapusa
15.605340,73.803150,"Shree Ganesh Hr. Secondary School, Ganeshpuri",Mr. Gajanan S. Mandrekar,8484957579,highersecondaryshreeganesh@gmail.com,190,Mapusa
15.621820,73.826790,"Shree Ram Vidhyamandir, Colvale",Mrs. Sujata Paste,9359509540,shreeramvidyamandircolvale@ymail.com,244,Colvale
15.576140,74.196460,G.P.S. Maloli,Malini M. Hivrekar,9404757970,malinihivrekar@gmail.com,14,Nagargao
15.019984,74.076608,"Govt. High School, Shristhal,",SUDESH N. NAIK,9850710301,ghsshristhal@rediffmail.com,79,Shristhal
15.621800,73.826790,"Shree Ram Vidyhya Mandir, Halarnkar Charitable Trust, Housing Board, Colvale",Mrs. Joana J Monteiro,935909540,shreeramvidyamandir@ymail.com,466,Colvale
15.646660,73.784120,"Shree Saraswati Vidhyamandir , Vagali, Camurlim",Mrs.Sujal Gawde,9588680364,sujalgawde558@gmail.com,34,Camurlim
14.966511,74.050856,"St. Anthony’s Primary School, Galgibag,",MRS. MERVINA PEREIRA,9422931428,stanthonyschoolgalibag@gmail.com,83,Poinguinim
15.646100,73.800200,"Shree Sateri Prathamik Vidhya.Mandir, Camurlim",Shri Sandeep Y. Palni,9422643802,shreesateri2016@rediffmail.com,103,Camurlim
15.622470,73.764570,"Shri. Vasant Vidyalaya, Siolim,",Shri Suraj R. Chodankar,9923302989,shrivasantvidyalaya@gmail.com,152,Siolim-Sodiem
15.622860,73.869120,"St. Ann’s Blooming Buds, Sirsaim Tivim,",Sister Tereza Ferrao,8788321614,theresaferrao@yahoo.com,214,Sirsaim
15.563340,73.800640,"St. Anthony’s High School, Monte-de-Guirim",Fr. Milchester Futardo,7666872274,montedeguirim@gmail.com,842,Guirim
15.563390,73.800580,"St. Anthony’s Primary School, Monte-de-Guirim",Fr. Milchester Futardo,7666872274,montedeguirim@gmail.com,402,Guirim
15.593220,73.812210,"St. Britto’s Primary School, Mapusa.",Fr. Simon De Melo,9822913866,stbrittoshs@gmail.com,504,Mapusa
15.619350,73.901640,"St. Clara’s High School, Assonora,",Sr. Sunita Dalvi,9529030189,stclarashighschool@gmail.com,613,Assanora
15.561670,74.145460,G.P.S. Hedode,Sanjiv R Barve,9423317830,sanjivbarve38744@gmail.com,14,Nagargao
15.619164,73.901640,"St. Clara’s Primary School, Assonora.",Sr. Sunita Dalvi,9529030189,stclarashighschool@gmail.com,323,Assanora
15.669630,74.173670,G.P.S. Surla,Sunita K Gaonkar,7887444534,gaonkarsunita28@gmail.com,32,Dongurli
15.556030,73.868020,"St. Elizabeth High School, Pomburpa,",Mrs.Carmen Dcruz,9011653377,stelizabethgoa@gmail.com,238,Pomburpa-Olaulim
15.555910,73.868000,"St. Elizabeth Primary School, Pomburpa. 403 523.",Sr.Asavina Antao,8879239622,stelizapri1954@gmail.com,133,Pomburpa-Olaulim
15.257134,73.975649,"Shishuvikas High School, Shantinagar, Aquem Baixo, Ravanfond, Navelim", Mrs. Deepa Kholkar,,shishuvikasschool@gmail.com,300,Aquem Baixo
15.257134,73.975649,"Shishu Vikas Primary School, , Shantinagar, Ravanfond", Mrs. Deepa Kholkar,,shishuvikasschool@gmail.com,169,Aquem Baixo
15.621000,73.768890,"St. Francis Xavier High School, Siolim,",Fr. Santow John,9881874558,sfxhighschool1937@gmail.com,780,Siolim-Sodiem
15.621000,73.768000,"St. Francis Xavier’s Primary School, Siolim. 403 517.",Fr. Dilip Tete,9881874558,sfxprimaryschool1937@gmail.com,386,Siolim-Sodiem
15.561920,73.771730,"St. Joseph Primary School, Arpora. 403 516.",Zasca Fernandes E Souza,8767528725,stjosephshighschool@yahoo.com,365,Arpora-Nagoa
15.262444,73.982382,"Late Shri Vinayak Gopal Shenvi Vidyalaya, Ravanfond. Navelim",Mrs.Chandani S.Prabhudessai,9765437033,vinayakgopalshenvi@gmail.com,448,Aquem Baixo
15.642390,74.118310,G.P.S. Naneli,Samiksha Solyekar,9699905836,solyekarsamiksha16@gmail.com,13,Dongurli
15.592700,73.816500,"St.Mary’s Convent Primary School, Mapusa. 403 507.",Sr. Maria Shehala A C,,stmary@gmail.com,388,Mapusa
15.599370,73.808790,"St.Xavier Hr. Secondary School, Mapusa",Ms. Victoria De Souza,9822133329,mapsxhss@gmail.com,1698,Mapusa
15.217130,73.949190,"St. Pius X High School, Orlim, Salcete",Sr. Dumelina Maria Lucia Gracias,7218956157,piusschool@rediffmail.com,500,Orlim
15.588180,73.771430,"Little Angels Primary School, Dossoxir Anjuna",Mrs.Maria Julliettta Oliver,9822384679,julliettaoliver09@gmail.com,72,Anjuna
15.627750,73.761800,"Kirti Vidyalaya, Siolim, Bardez.403 517.",Sudesh D Kochrekar,9158824661,keerti_vidyalaya@yahoo.com,221,Siolim-Sodiem
15.627750,73.761800,"Keerti Vidyalaya Primary School, Siolim. 403 517.",Sudesh D Kochrekar,9158824661,keerti_vidyalaya!@yahoo.com,174,Siolim-Sodiem
15.592780,73.798260,"Joedells Primary School, Mahadev Nagar, Khorlim",Mrs. Dulcie Vaz,9975539478,joedellsprimaryschool@gmail.com,47,Mapusa
15.650150,73.790240,"Holy Cross Society’s Primary School, Communidade Hall, Camurlim",Angela,9923144462,holycrossschool25@gmail.com,57,Camurlim
15.591950,74.162120,G.P.S. Shelap Thane,Vishnau K Kudtarkar,9404925644,kudtarkarvishnu9@gmail.com,17,Dongurli
15.621000,73.786000,"Holy Cross Primary School, Sodiem-Siolim.",Sr. Julie Rodrigues,9552732908,holycrosssodiem1933@gmail.com,240,Siolim-Sodiem
15.621000,73.785000,"Holy Cross High School, Siolim, Bardez",Sr. Julie Rodrigues,,holycrosssiolim1933@gmail.com,354,Siolim-Sodiem
14.988478,74.059103,G.P.S. Muthal,VINAYAK PRABHU DESSAI,8459051640,adeiofficecanacona@gmail.com,3,Poinguinim
14.967555,74.087098,"Shri Shradhanand Vidyalaya, Poiguini,",SIMA B. PRABHUGAONKAR,9423882346,shradhanandvidyalaya@gmail.com,221,Poinguinim
15.013249,74.178325,G.P.S. Mahalbaddem,SAVITA PANDURANG GAVALI,9130656895,adeiofficecanacona@gmail.com,24,Cotigao
15.046769,74.112332,G.P.S. Kudewada,USHA S. PAGUI,7767832369,adeiofficecanacona@gmail.com,34,Gaondongri
14.998326,74.045773,G.P.S. Pansulem,RANJITA R. DESSAI,7588445100,adeiofficecanacona@gmail.com,25,Canacona
14.967555,74.087098,"Shree Shradhanand Primary School , Galgibag, Paiginim,",SURAT P. PAGI,9673743471,shradhanandvidyalaya@gmail.com,50,Poinguinim
14.961922,74.091550,G.P.S. Irdar,SHAMALA V. BHENDE,9158094377,adeiofficecanacona@gmail.com,4,Loliem-Polem
14.967555,74.087098,"Shree Shradhanand Primary School Paiginim, Canacona",SURAT P. PAGI,9673743471,shradhanandvidyalaya@gmail.com,50,Poinguinim
15.001900,74.082144,"St. Francis Xavier Pry. School, Bhatpal, Canacona",MRS. MEVINA PEREIRA,7588454179,adeiofficecanacona@gmail.com,157,Shristhal
14.967555,74.087098,"Shree Shradhanand Primary School Paiginim, Canacona",MRS.SURAT P. PAGI,9673743471,shradhanandvidyalaya@gmail.com,50,Poinguinim
14.949502,74.053410,G.P.S. Loliem,LATA D. NAIK,9970128171,adeiofficecanacona@gmail.com,8,Loliem-Polem
15.229380,74.050890,"Immaculate Conception Primary School, Avedem, Paroda",Greta cardozo,7066961424,ichs_avedem@rediffmail.com,144,Avedem-Cotombi
15.208800,74.050890,"Immaculate Conception High School, Avedem, Quepem",Greta cardozo,7066961424,ichs_avedem@rediffmail.com,242,Ambaulim
15.208800,74.066890,"Pope John XXIII High School, Boys Town, Quepem",Fr. Manuel Vaz,7588885027,popejohn23@yahoo.in,860,Quepem
15.044966,74.134578,"Nirakar Primary School Kinalkatta Tudal, Gaodongri",SATYAWAN GAONKAR,9405331104,adeiofficecanacona@gmail.com,56,Gaondongri
15.208800,74.066890,"Pope John XXIII Primary School, Boys Town,Prem Nagar, Quepem",Fr. Manuel vaz,7588885027,popejohn23@yahoo.in,521,Quepem
15.574870,73.789970,G.P.S. Parra,Riya R Kaskar,9823864565,kaskarriya03@gmail.com,50,Parra
15.556070,73.780040,"G.P.S. Araiswada, Nagoa",Mrs. Ankita Sanjyot Kerkar,9552579057,ankita.kerkar01@gmail.com,14,Arpora-Nagoa
15.550450,74.044720,"G.P.S. Narayan Nagar, Honda",Jayashree Lolyekar,8554051700,gpshonda@gmail.com,87,Honda
15.616540,73.813890,"G.P.S.Kuchelim, Mapusa",Pratima Naik,9822707556,naikpratima18@gmail.com,29,Mapusa
15.586840,74.029220,"Shri. Bhumika Primary School, Parye,",Govind Volvoikar,9423316206,shribhumika51@gmail.com,270,Poriem
15.591160,73.809450,G.M.S. Mapusa. 403 507.,Nisha Namshikar,7774035615,gpmsmapusa11@gmail.com,144,Mapusa
15.589580,73.811520,"Dnyanprasarak Vidyalaya Primary School, Mapusa",Gurudas Palkar,9822175588,dpvhsmapusa@gmail.com,442,Mapusa
15.589580,73.811520,"Dnyanprasarak Vidyalaya, Mapusa",Gurudas Palkar,9822175588,dpvhsmapusa@gmail.com,875,Mapusa
15.621820,73.826790,"Diogo Vaz Higher Secondary School, Colvale",Mrs. Madhavi N Halankar,9359509540,diogovazhss@gmail.com,195,Colvale
15.594120,73.807750,"Dattaram Mantravadi Memorial High School, Mapusa",Mr Shivaji Malik,94213145564,dmmhighschool@gmail.com,170,Mapusa
15.594120,73.807750,"Dattaram Mantrawadi Mem.Primary School, Mapusa",Mrs. Geeta Nevgi,9370272563,dmmhighschool@gmail.com,132,Mapusa
15.595350,73.799140,"Aastha's Anand Niketan School for differently abled Children, Near Urban Hrealth Cenre, Ghateshwarnagar , Khorlim , Mapusa-Goa 403507",Mrs. Vrinda Moye,9049114815,anandniketangoa@gmail.com,91,Mapusa
15.577344,73.761255,"G.P.S. Simwada, Arpora",Pragati G Mandrekar,9420160266,pragati2580mandrekar@gmail.com,22,Arpora-Nagoa
15.575840,73.788490,"G.P.S. Sakwadi Bag, Arpora",Sharmila Pednekar,9923982775,sanjana.naik@gmail.com,10,Parra
15.010000,74.023200,G.P.S. Palolem,TANUJA J. RAIKAR,99404437299,adeiofficecanacona@gmail.com,9,Canacona
15.530030,73.826320,"Maratha Shikshan Sanskriti Mandal, Estellar Higher Secondary of Excellence, Penha-De Franca, Porvorim-Goa",Mrs Secona Dmalla Dias,7796657181,officeestellar@gmail.com,160,Penha-De-Franca
15.526820,73.831330,"Vidya Prabhodhini Higher Secondary School, Porvorim",Damodar Mardolkar,9422447993,uplssgoa@gmail.com,599,Penha-De-Franca
15.543380,73.823410,"Holy Family Primary School, Porvorim.",Mrs vimala pinto,9890330630,vimalapinto@gmail.com,538,Socorro
15.519180,73.829970,"Dona Leonar Memorial High School, Alto Betim",chitra D. savant,9420686209,dlmhighschool@gmail.com,426,Penha-De-Franca
15.519150,73.830200,G.P.S. Alto-Betim,Sheela Jaiwant,9764413016,porvorim@gmail.com,221,Penha-De-Franca
15.585210,73.843090,"Bloom Buds School, Pello vaddo,Ucassaim,",Maria Vaz,8208310852,bloombudsucassaim@gmail.com,55,"Ucassaim,Paliem-Punola"
15.605100,73.817090,"Blooming Dale Primary School, 13, Aditya Garden Villas, Xelpem, Mapusa",Tejal Kinlekar,8806697375,tejalkinlekar08@gmail.com,175,Mapusa
15.609400,73.828120,"Corner Stone Primary School, Acoi, Mapusa",Joel Peter Dias,9923249317,cornerstoneschool08@gmail.com,193,Mapusa
15.591510,73.820100,"Divine Mercy English High School, Gaunsavaddo, Mapusa",Cintia Desouza,9923477005,divinemercy777@gmail.com,87,Mapusa
15.591510,73.820100,"Divine Mercy, Nursery School, H.No. 126, Gaunsawaddo, Mapusa",Cintia Desouza,9673793376,divinemercy777@gmail.com,87,Mapusa
15.593700,73.812980,"New Goa (G.S. Amonkar) Primary School, Mapusa",Mrs. Gayatri Shirsat,9422442151,gsamonkarvidyamandir@gmail.com,441,Mapusa
15.621670,73.903570,"G.M.S. Assonora, Moitem.",Mrs Akshara Gawas,9881080414,aksharagawas937@gmail.com,39,Assanora
15.622780,73.854950,G.M.S. Tivim.,Sanjana sanjay Sawant ,8999010680,gpms1960@gmail.com,45,Tivim
15.597040,73.819500,G.P.S. Mapusa,Pratiksha S Badkar,9657742047,badkarpratiksha@gmail.com,19,Mapusa
15.561826,73.768613,"G.P.S. Nagoa, Arpora",Sumedha P Mahale,9881578440,sumedha@gmail.com,31,Arpora-Nagoa
15.619250,73.838010,G.M.S. Tivim.,Ashok Gawas,8459326736,ashokgawas@gmail.com,50,Tivim
15.605150,73.803560,"Shree Ganesh Vidya Mandir, Ganeshpuri,",Rupesh G Sawant,9765403480,highschoplshreeganesh@gmail.com,305,Mapusa
15.591150,73.815190,"Janata Primary School, Mapusa",Anup polle,7972225256,jhsmapusa@gmail.com,198,Mapusa
15.180260,74.011350,G.P.S. Cuncolim,Jamini Fal Dessai,9604271070,jaiminiphaldessai@gmail.com,15,Cuncolim
15.622780,73.854950,G.P.S. Tivim,Sanjana Sanjay Sawant,8999010680,gpms1960@gmail.com,54,Tivim
15.605150,73.803560,"GVP's Shree Ganesh Vidhyamandir, Ganeshpuri",Rupesh R Sawant,9765403480,highschoolshreeganesh@gmail.com,533,Mapusa
15.510210,73.782850,"Pragati Vidyalaya Nerul, Bardez 403 114.",Sujata Verekar,9890100979,pragatividyalayanerul@gmail.com,228,Nerul
15.582565,73.796228,"Sacred Heart Primary School, Parra.",Linda S Parrikar,8010578662,sacredheart1912@gmail.com,277,Verla Canca
15.677010,73.883090,"Shree Shantadurga Vidyalaya, Pirna,",Ranjita Rajanikant Sawant,9923248744,shantadurgapirna@gmail.com,118,Pirna
15.645170,73.836180,"St. Rita’s Primary School, Colvale.",Mrs. Pricilla Pinto,7447761442,stritashighschool1.40@gmail.com,304,Colvale
15.546440,73.789140,G.P.S. Saligao,Siddhi Arolkar,9923404368,siddhi@gmail.com,64,Saligao
15.540000,73.791320,"Lourdes Convent High School, Saligao,",Sister. Antonette Pereira,,lens@rediffmail.com,845,Saligao
15.621860,73.768900,"St.Francis Xavier Hr. Secondary School, Siolim",Fr. Santaow John,9405695412,sfxsssiolim@gmail.com,505,Siolim-Sodiem
15.593220,73.812210,"St. Britto’s High School, Mapusa",Fr. Simon De Melo,9822913866,stbrittohs@gmail.com,864,Mapusa
15.677010,73.883090,"Shri Shantadurga Vidya Mandir , Pirna Bardez",Ranjita Sawant,9923248744,Shantadurgapirna@gmail.com,114,Pirna
15.716300,73.797300,"Shree Bhagvati High School, Pernem",Raghoba L Kambil,9423319165,sbs.ps@gmail.com,413,Pernem
15.714900,73.795500,"St. Joseph Primary School, Pernem 403 512",Shunia R. Lobo @ Mendes,899405831,sjhs.per5.29@gmail.com,188,Pernem
15.722400,73.772500,"Viscount of Pernem High School, Pernem",Raju Bondre,9823321818,rajubondre36@gmail.com,483,Pernem
14.991714,74.065686,G.P.S. Sadolxem,PRASILA PRAKASH DHURI,9823621088,adeiofficecanacona@gmail.com,15,Poinguinim
15.256200,73.966200,"Rosary High School, Navelim, Salcete",Mario Jesus P.S. Moraes,,rosaryhschnav@gmail.com,1203,Navelim Salcete
15.007960,74.045800,"St. Theresa of Jesus Higher Secondary School, Chaudi, Canacona",ALELUIA F. PEREIRA,,sttheresahss2016@gmail.com,82,Canacona
15.036750,74.072720,G.P.S. Vaizawada,DHARMINI V. KOMARPANT,9764599056,adeiofficecanacona@gmail.com,19,Shristhal
14.948250,74.056420,"Satyavati Soiru Angle Hr. Secondary School, Mashem, Loliem,",HEMANT M. KAMAT,9420896091,sasole@rediffmail.com,354,Loliem-Polem
14.996510,74.091960,"Shree Balram HR. Secondary School, Ardhaphond, Canacona",KAVITA R. GAONKAR,7875977566,gaunkarkavi@gmail.com,150,Poinguinim
15.050408,73.999520,"Shri Saraswati Vidhya Mandir Karashirmol, Agonda, Canacona",RESHMA R. PATIL,9923409531,reshmagosavi986@gmail.com,61,Agonda
15.256200,73.966200,"Rosary Primary School, Navelim. 403 707.",Mario Jesus P.S. Moraes,,rosaryhschnav@gmail.com,104,Navelim Salcete
15.256170,73.965320,"Rosary Higher Secondary School, Navelim- Salcete",Margret Dias,9767518852,rosaryhrsec.1988@yahoo.com,1776,Navelim Salcete
15.012256,74.035900,"Centro Promotor De Instrucao Primary School, Nagarcem",VARSHA S.NAIK GAONKAR,9765857166,smvsh23@yahoo.in,150,Canacona
15.012256,74.035900,"Shri Mallikarjun Vidhyalaya Hr. Secondary School, Canacona",VIHAR DESSAI,9923489989,smvh23@yahpp.in,250,Canacona
15.047803,74.147710,G.P.S. Badsorem,DATTA VELIP,9403880423,adeiofficecanacona@gmail.com,12,Gaondongri
15.001900,74.082144,"St. Francis Xavier High School, Bhatpal, Canacona",MRS. MERVINA PEREIRA,758845179,stfranxavhsbhatpal@gmail.com,139,Shristhal
15.319560,73.989800,"St. Tereza’s Convent High School,",Sr. Jennifer Crasto,9623656989,stchsgr@gmail.com,219,Raia
15.319560,73.989800,"St. Theresa’s Primary School, Ganapoga,",Sr. Jennifer Crasto,9623656989,stchsgr@gmail.com,114,Raia
15.257290,73.968290,"Perpetual Succour Convent Primary School, Navelim",Sr. Liberata Fernandes,9588671079,perpetualschool@gmail.com,1052,Navelim Salcete
15.272900,73.968290,"Perpetual Succour Convent High School,",Sr. Liberata Fernandes,9588671079,perpetualschool@gmail.com,1205,Margao
15.152590,74.009324,"St. Anthony’s High School, Veroda",MRS. DOROTHY YOLANDA  FERNANDES.,9822584641,fernandesdorothy1997@gmail.com,498,Balli-Adnem
15.329150,73.934170,"Fr. Agnel Multipurpose Hr. Secondary School, Margao",MR. CONRAD C. MENDES,9822121203,agnelmhighschool@gmail.com,1155,Verna
15.212270,73.978034,"Mount Mary’s High School, Chinchinim,",MR.FRANCIS.P.CARIDADE FERNANDES,9423813171,mountmaryshighschool@yahoo.com,582,Chinchinim-Deussua
15.656600,73.820000,"Manguirish Vidyalaya Primary School, Shirgal, Aroba, Pernem",Pranaya Parab,7620417388,manguirishpry2016@gmail.com,59,Dhargal
15.656600,73.820000,"Manguirish Vidyalaya, P.O. Dhargal Via Colvale",Gauri Roshan Verlekar,9049910090,schmang50@gmail.com,100,Dhargal
15.672900,73.836800,"Lokshikshan High School, Dhargal Via Colvale",Jasmini R Mandrekar,9158314279,lokshikshanhighscholl@gmail.com,144,Dhargal
15.672900,73.836800,"Lokshikshan Primary School, Dhargal",JasminiMandrekar,9158314279,lokshikshanhighschool@gmail.com,77,Dhargal
15.699500,73.884740,"Govt. High School, Ozari, Gothanwada Pernem.",Mamata Naik,9764893462,mamtanaik0612@gmail.com,100,Kasarvanem
15.699500,73.884740,"G.P.S. Gothanwada, Ozarim",Pallavi,9767609321,mamtanaik0612@gmail.com,12,Kasarvanem
15.300300,73.964600,"Cresent Primary School, Fatorda, Margao. 403 602.",Haneen Khan,8484892725,crescentschool_44@ymail.com,146,Margao
15.300300,73.964600,"Cresent Primary School, Fatorda, Margao. 403 602.",Haneen Khan,8484892725,crescentschool_44@ymail.com,244,Margao
15.284560,73.975750,"Govt. Multipurpose Higher Secondary school, Borda, Margao",A.S.A.Celina Dias,9423886627,gmhssborda@gmail.com,621,Margao
15.242300,74.021500,"Damodar English High School, Gudi - Paroda",Manoj Prabhudessai ,9309509115,damodareng.64@gmail.com,200,St. Jose-De-Areal
15.661300,73.809642,"Don Bosco High School, Tuem, Pernem",Fr. Jonathan Prbeiro,7620710179,dbhstuem@gmail.com,289,Tuem
15.661300,73.809642,"Don Bosco Primary School, Tuem.",Fr. Jonathan Ribeiero,7620710179,dbhstuem@gmail.com,153,Tuem
15.723833,73.753833,"Pradnya Primary School, Devsu Korgao",Mini P.S.,9422059938,pradnyahighschool@yahoo.in,60,Corgao
